subject-id,DSC,ASD,HD95,NSD,model
s1120_rib_msk,0.59,0.62,2.83,0.6,AttentionUnet
s1120_rib_msk,0.32,1.55,15.62,0.34,OneDConcat
s0869_rib_msk,0.6,0.74,3.74,0.56,AttentionUnet
s0869_rib_msk,0.39,1.34,5.39,0.35,TLPredictor
s0869_rib_msk,0.59,0.84,3.0,0.54,TwoDPermuteConcat
s0869_rib_msk,0.58,0.85,3.0,0.54,UNet
s0869_rib_msk,0.57,0.86,7.55,0.53,MultiScale2DPermuteConcat
s0869_rib_msk,0.33,1.65,14.45,0.33,OneDConcat
s0869_rib_msk,0.47,1.13,5.83,0.43,UNETR
s0394_rib_msk,0.52,0.76,4.58,0.46,AttentionUnet
s0394_rib_msk,0.46,1.11,6.0,0.4,TwoDPermuteConcat
s0394_rib_msk,0.41,1.2,8.37,0.37,UNETR
s0394_rib_msk,0.2,1.96,9.64,0.22,TLPredictor
s0394_rib_msk,0.46,1.09,9.95,0.39,MultiScale2DPermuteConcat
s0394_rib_msk,0.52,0.88,8.31,0.44,UNet
s0394_rib_msk,0.32,1.63,16.64,0.29,OneDConcat
s0461_rib_msk,0.45,1.25,3.74,0.45,UNETR
s0461_rib_msk,0.47,1.07,4.12,0.49,MultiScale2DPermuteConcat
s0461_rib_msk,0.49,1.04,2.83,0.49,TwoDPermuteConcat
s0461_rib_msk,0.48,1.06,3.0,0.48,UNet
s0461_rib_msk,0.54,0.8,2.45,0.53,AttentionUnet
s0461_rib_msk,0.28,1.78,5.0,0.32,TLPredictor
s0461_rib_msk,0.25,1.94,14.87,0.29,OneDConcat
s0669_rib_msk,0.47,1.13,3.16,0.5,TwoDPermuteConcat
s0669_rib_msk,0.31,1.65,16.25,0.33,OneDConcat
s0669_rib_msk,0.43,1.31,5.1,0.45,UNETR
s0669_rib_msk,0.44,1.3,5.74,0.45,MultiScale2DPermuteConcat
s0669_rib_msk,0.3,1.69,4.58,0.33,TLPredictor
s0669_rib_msk,0.51,1.05,3.61,0.53,AttentionUnet
s0669_rib_msk,0.5,1.06,3.16,0.52,UNet
s0775_rib_msk,0.6,0.91,2.45,0.57,UNet
s0775_rib_msk,0.6,0.77,2.24,0.56,AttentionUnet
s0775_rib_msk,0.64,0.91,2.83,0.61,TwoDPermuteConcat
s0775_rib_msk,0.27,1.72,10.45,0.3,OneDConcat
s0775_rib_msk,0.5,1.1,3.16,0.46,UNETR
s0775_rib_msk,0.27,1.82,4.24,0.32,TLPredictor
s0775_rib_msk,0.55,0.96,3.0,0.54,MultiScale2DPermuteConcat
s0698_rib_msk,0.49,1.13,3.61,0.49,TwoDPermuteConcat
s0698_rib_msk,0.43,1.06,4.12,0.43,AttentionUnet
s0698_rib_msk,0.27,1.81,19.95,0.24,OneDConcat
s0698_rib_msk,0.34,1.6,5.1,0.34,UNet
s0698_rib_msk,0.45,1.19,5.74,0.44,MultiScale2DPermuteConcat
s0698_rib_msk,0.31,1.74,7.87,0.31,UNETR
s0698_rib_msk,0.25,2.01,8.06,0.26,TLPredictor
s0191_rib_msk,0.3,2.94,10.72,0.3,UNet
s0191_rib_msk,0.0,20.73,36.66,0.02,OneDConcat
s0191_rib_msk,0.33,2.86,15.34,0.34,UNETR
s0191_rib_msk,0.45,0.86,7.81,0.41,AttentionUnet
s0191_rib_msk,0.28,1.63,10.05,0.27,MultiScale2DPermuteConcat
s0191_rib_msk,0.41,1.11,5.0,0.37,TwoDPermuteConcat
s0191_rib_msk,0.13,6.79,24.26,0.22,TLPredictor
s0880_rib_msk,0.41,1.42,9.0,0.39,UNETR
s0880_rib_msk,0.45,1.33,5.0,0.47,TwoDPermuteConcat
s0880_rib_msk,0.3,2.0,7.07,0.3,TLPredictor
s0880_rib_msk,0.38,1.49,7.28,0.41,MultiScale2DPermuteConcat
s0880_rib_msk,0.51,0.95,3.32,0.53,AttentionUnet
s0880_rib_msk,0.53,1.29,3.16,0.54,UNet
s0880_rib_msk,0.27,1.75,16.79,0.29,OneDConcat
s1228_rib_msk,0.27,1.74,5.1,0.33,TLPredictor
s1228_rib_msk,0.44,1.28,7.07,0.47,MultiScale2DPermuteConcat
s1228_rib_msk,0.48,0.96,3.16,0.52,AttentionUnet
s1228_rib_msk,0.21,1.96,19.65,0.28,OneDConcat
s1228_rib_msk,0.32,1.61,5.1,0.37,UNETR
s1228_rib_msk,0.5,1.07,3.0,0.52,TwoDPermuteConcat
s1228_rib_msk,0.41,1.36,3.61,0.46,UNet
s0598_rib_msk,0.33,1.66,12.57,0.28,TLPredictor
s0598_rib_msk,0.44,1.32,6.91,0.4,UNETR
s0598_rib_msk,0.57,1.0,3.74,0.52,TwoDPermuteConcat
s0598_rib_msk,0.53,1.05,3.32,0.49,UNet
s0598_rib_msk,0.49,1.21,8.66,0.43,MultiScale2DPermuteConcat
s0598_rib_msk,0.56,0.86,3.16,0.52,AttentionUnet
s0598_rib_msk,0.31,1.84,16.31,0.28,OneDConcat
s1090_rib_msk,0.57,0.87,3.61,0.5,TwoDPermuteConcat
s1090_rib_msk,0.56,0.89,2.45,0.52,UNet
s1090_rib_msk,0.45,1.22,6.16,0.41,UNETR
s1090_rib_msk,0.57,0.75,3.0,0.52,AttentionUnet
s1090_rib_msk,0.38,1.38,5.1,0.37,TLPredictor
s1090_rib_msk,0.56,0.89,6.63,0.5,MultiScale2DPermuteConcat
s1090_rib_msk,0.28,1.73,14.18,0.3,OneDConcat
s1387_rib_msk,0.51,0.89,12.08,0.39,MultiScale2DPermuteConcat
s1387_rib_msk,0.34,1.5,9.85,0.27,UNETR
s1387_rib_msk,0.28,1.92,9.22,0.24,TLPredictor
s1387_rib_msk,0.46,1.01,9.79,0.35,UNet
s1387_rib_msk,0.49,0.91,5.0,0.38,AttentionUnet
s1387_rib_msk,0.54,0.96,4.24,0.42,TwoDPermuteConcat
s1387_rib_msk,0.35,1.68,14.87,0.29,OneDConcat
s0752_rib_msk,0.38,1.55,6.4,0.35,UNet
s0752_rib_msk,0.16,2.6,9.11,0.18,TLPredictor
s0752_rib_msk,0.41,1.3,9.11,0.38,MultiScale2DPermuteConcat
s0752_rib_msk,0.25,2.06,11.58,0.25,UNETR
s0752_rib_msk,0.45,1.32,5.0,0.4,TwoDPermuteConcat
s0752_rib_msk,0.27,1.97,15.23,0.26,OneDConcat
s0752_rib_msk,0.38,1.37,6.4,0.35,AttentionUnet
s0833_rib_msk,0.39,1.33,4.36,0.42,UNETR
s0833_rib_msk,0.31,1.54,4.12,0.35,TLPredictor
s0833_rib_msk,0.34,1.45,13.89,0.36,OneDConcat
s0833_rib_msk,0.5,0.93,4.12,0.5,AttentionUnet
s0833_rib_msk,0.49,1.12,4.12,0.49,UNet
s0833_rib_msk,0.5,1.06,4.24,0.51,TwoDPermuteConcat
s0833_rib_msk,0.52,0.99,5.92,0.51,MultiScale2DPermuteConcat
s0613_rib_msk,0.63,0.63,3.16,0.58,AttentionUnet
s0613_rib_msk,0.5,1.07,6.63,0.45,UNETR
s0613_rib_msk,0.58,0.89,3.0,0.53,UNet
s0613_rib_msk,0.33,1.65,13.75,0.32,OneDConcat
s0613_rib_msk,0.55,0.91,3.74,0.48,TwoDPermuteConcat
s0613_rib_msk,0.54,0.94,7.28,0.48,MultiScale2DPermuteConcat
s0613_rib_msk,0.45,1.2,4.24,0.42,TLPredictor
s1174_rib_msk,0.55,0.92,3.74,0.51,AttentionUnet
s1174_rib_msk,0.42,1.34,5.1,0.39,UNETR
s1174_rib_msk,0.57,0.92,2.45,0.53,UNet
s1174_rib_msk,0.3,1.81,15.3,0.29,OneDConcat
s1174_rib_msk,0.51,1.09,6.78,0.48,MultiScale2DPermuteConcat
s1174_rib_msk,0.33,1.6,5.92,0.32,TLPredictor
s1174_rib_msk,0.59,0.89,3.32,0.54,TwoDPermuteConcat
s0123_rib_msk,0.63,0.76,2.24,0.59,TwoDPermuteConcat
s0123_rib_msk,0.4,1.47,13.75,0.38,OneDConcat
s0123_rib_msk,0.55,0.99,3.61,0.51,UNETR
